User_ID,Vehicle_Model,Battery_Capacity_kWh,Charging_Station_ID,Charging_Station_Location,Energy_Consumed_kWh,Charging_Duration_Hours,Charging_Rate_kW,Charging_Cost_USD,Time_of_Day,Day_of_Week,State_of_Charge_Start_%,State_of_Charge_End_%,Distance_Driven_km,Temperature_C,Vehicle_Age_years,Charger_Type,User_Type
U1171,Tesla Model 3,75.0,CS381,Highway,50.2,7.45,6.7,9.95,Afternoon,Tuesday,15.2,78.5,46.1,33.4,1,Level 2,Commuter
U1172,Tesla Model 3,75.0,CS860,Highway,28.96,4.35,6.82,6.73,Afternoon,Monday,48.5,84.6,45.0,3.5,2,Level 2,Commuter
U1173,Tesla Model 3,75.0,CS925,Workplace,52.64,1.22,47.57,18.03,Night,Thursday,30.1,99.4,27.9,23.0,2,DC Fast,Commuter
U1174,BMW i3,42.2,CS168,Workplace,30.84,4.38,7.18,5.91,Afternoon,Saturday,9.3,81.7,64.7,22.4,1,Level 2,Casual Driver
U1175,Tesla Model S,100.0,CS438,Public,41.8,13.27,3.15,6.0,Morning,Friday,41.0,79.8,30.3,37.9,4,Level 1,Commuter
U1176,Tesla Model X,100.0,CS644,Highway,43.44,0.88,49.79,12.23,Night,Sunday,39.7,82.1,27.5,25.6,6,DC Fast,Casual Driver
U1177,Hyundai Ioniq 5,72.6,CS765,Workplace,16.96,2.66,6.52,3.11,Night,Thursday,61.9,82.9,100.3,-5.1,1,Level 2,Casual Driver
U1178,Chevy Bolt EV,65.0,CS592,Home,47.29,7.71,6.57,11.55,Night,Tuesday,26.4,98.0,47.3,15.9,2,Level 2,Commuter
U1179,Tesla Model 3,75.0,CS981,Workplace,29.59,4.18,7.09,5.73,Afternoon,Saturday,42.8,81.9,25.7,22.4,5,Level 2,Commuter
U1180,Tesla Model 3,75.0,CS232,Home,65.46,10.71,6.36,12.92,Evening,Tuesday,8.0,92.1,51.5,29.1,4,Level 2,Casual Driver
U1181,Nissan Leaf,40.0,CS537,Highway,31.04,4.61,7.1,6.68,Night,Saturday,24.7,98.1,12.9,6.5,4,Level 2,Commuter
U1182,Tesla Model Y,75.0,CS339,Workplace,55.3,1.3,44.97,21.78,Afternoon,Monday,12.6,81.2,36.6,2.7,4,DC Fast,Long-Distance Traveler
U1183,Tesla Model S,100.0,CS539,Public,39.7,6.1,6.6,8.05,Morning,Saturday,45.4,83.7,117.9,11.0,7,Level 2,Casual Driver
U1184,Hyundai Ioniq 5,72.6,CS954,Home,34.4,0.68,49.15,11.48,Evening,Wednesday,39.0,82.5,51.7,40.5,7,DC Fast,Long-Distance Traveler
U1185,Nissan Leaf,40.0,CS110,Workplace,26.33,4.07,6.48,4.55,Evening,Monday,18.3,79.0,109.8,0.2,2,Level 2,Commuter
U1186,Tesla Model Y,75.0,CS809,Highway,46.32,7.31,6.41,9.38,Afternoon,Tuesday,21.2,82.5,57.0,18.1,8,Level 2,Commuter
U1187,Tesla Model Y,75.0,CS147,Public,35.03,0.72,46.08,11.78,Evening,Tuesday,36.8,79.8,93.3,0.1,3,DC Fast,Casual Driver
U1188,Chevy Bolt EV,65.0,CS171,Home,35.93,5.59,6.44,6.23,Afternoon,Tuesday,31.1,81.9,33.4,-0.1,1,Level 2,Long-Distance Traveler
U1189,Tesla Model S,100.0,CS348,Public,21.08,0.45,46.84,5.84,Afternoon,Thursday,58.2,78.9,26.1,15.0,1,DC Fast,Long-Distance Traveler
U1190,Tesla Model X,100.0,CS685,Public,55.45,1.26,47.89,19.56,Night,Sunday,43.0,96.4,20.7,10.7,3,DC Fast,Commuter
U1191,Tesla Model 3,75.0,CS960,Workplace,33.61,0.74,48.97,12.63,Evening,Tuesday,38.0,81.6,21.4,13.2,1,DC Fast,Commuter
U1192,Tesla Model 3,75.0,CS106,Workplace,52.95,1.28,45.13,16.98,Evening,Sunday,27.4,94.3,13.8,6.7,1,DC Fast,Casual Driver
U1193,Hyundai Ioniq 5,72.6,CS864,Workplace,47.25,7.0,6.83,8.91,Morning,Saturday,17.7,81.3,28.2,25.7,5,Level 2,Casual Driver
U1194,Chevy Bolt EV,65.0,CS499,Public,40.77,0.82,48.73,12.18,Night,Tuesday,22.1,83.7,52.5,24.5,2,DC Fast,Commuter
U1195,Tesla Model Y,75.0,CS496,Home,33.54,0.75,46.19,11.98,Night,Saturday,48.0,91.7,8.2,14.6,2,DC Fast,Casual Driver
U1196,Tesla Model S,100.0,CS531,Home,19.73,3.03,6.56,3.41,Night,Tuesday,59.4,78.4,29.8,29.2,2,Level 2,Commuter
U1197,Tesla Model S,100.0,CS287,Home,45.18,0.93,46.35,15.74,Night,Tuesday,38.5,83.1,17.8,16.3,6,DC Fast,Commuter
U1198,Tesla Model 3,75.0,CS331,Public,27.34,0.51,45.91,9.73,Evening,Tuesday,47.7,84.0,116.4,19.1,3,DC Fast,Commuter
U1199,Tesla Model Y,75.0,CS568,Workplace,21.01,3.32,6.42,3.73,Evening,Wednesday,52.7,79.8,9.9,27.5,2,Level 2,Commuter
U1200,Tesla Model S,100.0,CS653,Highway,65.48,9.45,6.93,12.47,Night,Thursday,19.7,80.1,62.9,0.7,8,Level 2,Commuter
U1201,Nissan Leaf,40.0,CS872,Highway,7.96,0.1,44.89,3.39,Evening,Sunday,59.2,78.8,37.0,23.2,2,DC Fast,Long-Distance Traveler
U1202,Tesla Model X,100.0,CS321,Workplace,71.29,1.55,46.65,25.42,Night,Friday,28.3,99.6,36.4,20.0,1,DC Fast,Commuter
U1203,Tesla Model 3,75.0,CS129,Home,30.99,0.69,49.61,12.32,Morning,Friday,41.2,81.9,72.7,16.5,5,DC Fast,Commuter
U1204,Tesla Model 3,75.0,CS710,Highway,38.58,5.93,6.59,7.81,Evening,Tuesday,33.4,83.7,41.0,25.6,4,Level 2,Casual Driver
U1205,Tesla Model 3,75.0,CS287,Home,37.23,11.99,3.13,4.99,Evening,Friday,34.9,82.4,46.6,9.2,6,Level 1,Casual Driver
U1206,Nissan Leaf,40.0,CS920,Highway,28.88,0.54,47.44,9.35,Night,Wednesday,12.9,84.9,32.4,19.2,4,DC Fast,Long-Distance Traveler
U1207,Tesla Model Y,75.0,CS559,Home,55.5,8.37,6.63,11.67,Night,Saturday,8.0,79.4,17.2,11.2,6,Level 2,Casual Driver
U1208,Tesla Model Y,75.0,CS204,Home,25.45,3.91,6.68,6.07,Evening,Tuesday,57.7,91.3,35.5,17.8,1,Level 2,Commuter
U1209,Audi e-tron,95.0,CS249,Workplace,34.73,5.37,6.53,8.01,Night,Thursday,48.6,83.9,58.8,28.7,2,Level 2,Commuter
U1210,Kia EV6,77.4,CS132,Workplace,46.31,6.55,7.11,11.32,Night,Wednesday,20.6,79.9,90.4,17.8,1,Level 2,Long-Distance Traveler
U1211,Tesla Model 3,75.0,CS286,Workplace,24.56,7.79,3.2,3.04,Evening,Tuesday,49.1,81.3,84.2,16.0,2,Level 1,Commuter
U1212,Nissan Leaf,40.0,CS556,Highway,6.0,0.14,48.66,2.57,Afternoon,Tuesday,64.8,79.6,191.5,16.9,6,DC Fast,Commuter
U1213,Tesla Model S,100.0,CS468,Public,47.25,7.49,6.43,6.85,Night,Monday,37.1,82.2,35.4,8.5,3,Level 2,Commuter
U1214,Tesla Model 3,75.0,CS776,Home,68.01,10.56,6.83,13.39,Evening,Tuesday,8.0,97.3,161.2,23.8,1,Level 2,Commuter
U1215,Chevy Bolt EV,65.0,CS110,Workplace,20.14,0.52,49.22,5.96,Night,Monday,51.0,80.9,72.5,11.4,6,DC Fast,Commuter
U1216,Tesla Model S,100.0,CS447,Home,39.7,13.33,2.97,5.87,Morning,Sunday,41.2,79.0,29.0,8.2,5,Level 1,Casual Driver
U1217,Tesla Model X,100.0,CS517,Home,21.97,3.03,7.16,5.25,Night,Sunday,57.0,78.4,44.2,26.4,1,Level 2,Casual Driver
U1218,Tesla Model Y,75.0,CS943,Highway,36.76,5.12,7.14,7.39,Afternoon,Tuesday,31.3,80.0,13.7,21.6,2,Level 2,Long-Distance Traveler
U1219,Audi e-tron,95.0,CS178,Workplace,38.68,5.53,7.13,8.91,Afternoon,Tuesday,38.5,79.2,21.1,20.4,2,Level 2,Commuter
U1220,Nissan Leaf,40.0,CS605,Highway,32.85,5.11,6.71,7.35,Night,Friday,18.9,94.7,33.0,0.9,5,Level 2,Commuter
U1221,Audi e-tron,95.0,CS576,Public,40.48,5.69,7.16,5.61,Afternoon,Saturday,40.7,79.9,71.8,0.4,3,Level 2,Commuter
U1222,Tesla Model S,100.0,CS823,Highway,42.83,0.94,44.72,14.03,Afternoon,Friday,42.5,83.7,60.3,10.5,5,DC Fast,Commuter
U1223,BMW i3,42.2,CS217,Workplace,29.23,4.63,6.44,6.9,Evening,Friday,15.1,83.7,278.7,17.8,7,Level 2,Commuter
U1224,Tesla Model 3,75.0,CS485,Highway,57.61,8.84,6.93,8.5,Evening,Thursday,20.5,95.2,32.7,26.8,4,Level 2,Commuter
U1225,Kia EV6,77.4,CS853,Highway,67.8,10.88,6.57,14.06,Night,Thursday,8.0,95.3,26.5,19.3,2,Level 2,Casual Driver
U1226,Nissan Leaf,40.0,CS810,Home,25.01,3.91,6.46,5.88,Evening,Friday,21.2,82.5,43.2,25.0,2,Level 2,Commuter
U1227,Tesla Model 3,75.0,CS384,Highway,24.23,8.21,2.94,2.87,Afternoon,Tuesday,47.0,79.0,41.7,22.6,4,Level 1,Commuter
U1228,Hyundai Ioniq 5,72.6,CS424,Highway,69.41,11.2,6.46,12.49,Night,Thursday,8.0,92.4,28.6,-9.3,1,Level 2,Casual Driver
U1229,Chevy Bolt EV,65.0,CS790,Highway,34.41,5.5,6.55,5.16,Morning,Saturday,39.5,92.3,20.6,19.4,7,Level 2,Commuter
U1230,Tesla Model S,100.0,CS285,Highway,12.02,1.66,7.1,2.8,Night,Tuesday,73.2,84.8,32.4,9.8,2,Level 2,Long-Distance Traveler
U1231,Tesla Model 3,75.0,CS874,Workplace,48.44,15.05,3.29,5.67,Morning,Monday,27.0,84.8,32.3,-6.2,2,Level 1,Long-Distance Traveler
U1232,Tesla Model Y,75.0,CS126,Workplace,22.92,0.5,47.62,8.1,Morning,Monday,54.1,83.3,48.2,9.0,2,DC Fast,Commuter
U1233,Tesla Model 3,75.0,CS443,Workplace,20.99,0.47,44.1,7.31,Night,Friday,55.6,81.5,50.1,1.1,7,DC Fast,Commuter
U1234,Tesla Model 3,75.0,CS586,Highway,54.75,8.84,6.39,12.45,Night,Thursday,19.2,91.5,54.5,22.1,7,Level 2,Commuter
U1235,Tesla Model Y,75.0,CS147,Highway,25.49,0.54,47.34,7.83,Evening,Sunday,46.4,80.4,22.9,20.2,8,DC Fast,Long-Distance Traveler
U1236,Tesla Model X,100.0,CS916,Highway,86.73,30.0,2.98,9.41,Afternoon,Wednesday,17.2,98.0,47.5,2.7,1,Level 1,Casual Driver
U1237,Tesla Model Y,75.0,CS420,Home,15.35,2.13,7.01,3.01,Evening,Wednesday,59.2,79.4,44.1,23.3,3,Level 2,Commuter
U1238,Tesla Model S,100.0,CS126,Workplace,36.46,5.44,6.64,5.37,Morning,Friday,42.9,78.4,25.0,13.4,1,Level 2,Casual Driver
U1239,Tesla Model Y,75.0,CS363,Public,40.11,6.59,6.4,6.79,Evening,Monday,40.7,93.0,12.6,25.4,4,Level 2,Commuter
U1240,Audi e-tron,95.0,CS612,Home,34.29,4.91,6.94,6.77,Night,Sunday,44.1,79.0,20.6,11.8,2,Level 2,Commuter
U1241,Tesla Model 3,75.0,CS263,Home,47.69,7.31,6.61,11.23,Night,Sunday,22.4,84.1,23.2,12.9,4,Level 2,Commuter
U1242,Tesla Model Y,75.0,CS675,Workplace,49.92,7.89,6.36,8.26,Evening,Saturday,17.3,80.2,27.9,6.4,3,Level 2,Casual Driver
U1243,Tesla Model 3,75.0,CS418,Public,52.43,8.43,6.55,10.91,Afternoon,Wednesday,31.5,92.5,14.1,-12.0,7,Level 2,Commuter
U1244,Chevy Bolt EV,65.0,CS893,Highway,28.21,4.03,6.92,5.68,Afternoon,Tuesday,39.4,80.8,36.5,31.4,5,Level 2,Casual Driver
U1245,Tesla Model X,100.0,CS980,Home,51.23,7.29,7.08,8.91,Afternoon,Monday,30.2,80.9,82.7,17.4,1,Level 2,Commuter
U1246,Tesla Model Y,75.0,CS913,Home,41.11,13.45,3.07,5.2,Night,Friday,29.0,82.5,23.8,26.2,3,Level 1,Casual Driver
U1247,Tesla Model 3,75.0,CS731,Public,40.48,5.8,7.0,9.17,Evening,Sunday,29.7,79.4,15.4,0.0,2,Level 2,Commuter
U1248,Tesla Model 3,75.0,CS165,Public,6.12,0.11,49.08,2.36,Afternoon,Friday,75.0,83.0,23.3,25.1,1,DC Fast,Commuter
U1249,Tesla Model Y,75.0,CS224,Home,25.91,8.14,3.24,3.6,Evening,Sunday,49.0,82.4,54.4,28.1,5,Level 1,Commuter
U1250,Tesla Model X,100.0,CS563,Highway,68.68,1.47,49.01,26.9,Afternoon,Thursday,36.4,98.2,41.5,-4.8,5,DC Fast,Casual Driver
U1251,Hyundai Ioniq 5,72.6,CS123,Home,33.16,4.87,7.03,6.37,Night,Thursday,38.3,83.7,19.1,21.5,3,Level 2,Commuter
U1252,Chevy Bolt EV,65.0,CS119,Workplace,38.68,5.59,6.93,6.33,Evening,Tuesday,24.6,80.8,46.0,6.1,2,Level 2,Casual Driver
U1253,Chevy Bolt EV,65.0,CS489,Highway,33.35,11.63,3.01,4.23,Afternoon,Friday,46.7,95.8,13.1,9.3,4,Level 1,Casual Driver
U1254,Hyundai Ioniq 5,72.6,CS898,Home,38.75,6.05,6.4,6.56,Night,Wednesday,27.8,78.8,27.0,8.7,5,Level 2,Casual Driver
U1255,Tesla Model 3,75.0,CS990,Workplace,57.1,1.27,45.9,20.08,Night,Tuesday,23.1,92.0,5.0,-3.8,7,DC Fast,Commuter
U1256,Tesla Model Y,75.0,CS453,Home,16.27,5.15,3.21,2.42,Night,Saturday,61.7,82.9,144.7,14.6,6,Level 1,Commuter
U1257,Tesla Model Y,75.0,CS264,Home,49.56,7.71,6.46,8.82,Evening,Thursday,21.6,82.9,23.7,1.9,4,Level 2,Commuter
U1258,Kia EV6,77.4,CS193,Home,66.64,1.4,49.85,25.98,Night,Sunday,16.1,99.1,17.0,29.0,4,DC Fast,Commuter
U1259,Tesla Model S,100.0,CS873,Public,30.41,4.35,7.09,5.27,Night,Friday,48.9,78.9,21.3,23.2,1,Level 2,Casual Driver
U1260,Tesla Model S,100.0,CS793,Workplace,45.04,0.98,45.89,18.08,Evening,Thursday,53.4,97.6,13.8,15.2,1,DC Fast,Long-Distance Traveler
U1261,Tesla Model 3,75.0,CS813,Public,71.15,23.28,3.24,9.9,Morning,Wednesday,9.2,96.2,32.0,40.5,7,Level 1,Casual Driver
U1262,Tesla Model 3,75.0,CS964,Home,48.02,7.24,7.02,7.4,Afternoon,Tuesday,35.0,98.2,94.5,16.7,6,Level 2,Long-Distance Traveler
U1263,Hyundai Ioniq 5,72.6,CS177,Public,51.11,1.08,44.36,18.27,Night,Wednesday,23.4,91.4,5.0,11.6,5,DC Fast,Casual Driver
U1264,Nissan Leaf,40.0,CS852,Workplace,10.29,1.63,6.49,1.52,Afternoon,Sunday,56.5,80.0,48.0,-0.9,4,Level 2,Casual Driver
U1265,BMW i3,42.2,CS670,Home,19.13,2.98,6.64,3.33,Afternoon,Wednesday,37.1,81.7,51.0,16.3,5,Level 2,Commuter
U1266,Tesla Model S,100.0,CS197,Highway,53.57,1.11,48.81,17.85,Afternoon,Wednesday,29.7,80.1,15.6,5.3,2,DC Fast,Commuter
U1267,Tesla Model Y,75.0,CS759,Public,29.52,9.88,3.15,3.7,Night,Sunday,54.9,92.9,23.1,11.6,6,Level 1,Long-Distance Traveler
U1268,Tesla Model 3,75.0,CS360,Workplace,26.03,8.02,3.27,3.13,Night,Friday,48.1,82.0,71.5,14.2,1,Level 1,Commuter
U1269,Tesla Model Y,75.0,CS694,Workplace,56.68,17.74,3.21,6.34,Afternoon,Wednesday,11.8,82.7,19.0,35.4,7,Level 1,Long-Distance Traveler
U1270,Kia EV6,77.4,CS575,Public,48.61,7.53,6.83,7.84,Night,Wednesday,35.4,97.8,68.8,21.7,6,Level 2,Casual Driver
U1271,Audi e-tron,95.0,CS229,Public,30.38,10.04,3.06,3.21,Evening,Saturday,53.1,82.5,69.5,-0.2,4,Level 1,Commuter
U1272,Tesla Model S,100.0,CS889,Highway,67.47,10.52,6.73,15.72,Night,Saturday,30.5,97.2,39.4,17.3,7,Level 2,Casual Driver
U1273,Kia EV6,77.4,CS206,Public,51.14,1.15,45.37,20.61,Evening,Tuesday,21.8,83.9,31.1,34.7,6,DC Fast,Casual Driver
U1274,Tesla Model S,100.0,CS451,Highway,49.37,1.01,47.95,19.72,Evening,Thursday,33.9,81.5,9.6,11.3,5,DC Fast,Commuter
U1275,Hyundai Ioniq 5,72.6,CS312,Public,46.7,7.41,6.38,7.86,Night,Saturday,21.7,80.4,99.9,41.7,6,Level 2,Commuter
U1276,Hyundai Ioniq 5,72.6,CS462,Public,36.74,0.85,45.27,13.96,Afternoon,Monday,38.5,82.7,37.3,-12.0,6,DC Fast,Casual Driver
U1277,BMW i3,42.2,CS181,Workplace,33.34,0.72,48.1,11.8,Night,Saturday,21.0,94.1,85.5,1.6,4,DC Fast,Commuter
U1278,Nissan Leaf,40.0,CS192,Highway,22.1,0.48,48.91,7.83,Night,Sunday,25.6,79.1,152.6,11.9,2,DC Fast,Commuter
U1279,Audi e-tron,95.0,CS250,Public,27.63,4.46,6.35,4.54,Night,Thursday,56.6,84.6,23.1,28.9,1,Level 2,Casual Driver
U1280,Tesla Model S,100.0,CS702,Public,48.09,1.05,48.79,19.17,Morning,Monday,44.3,92.2,19.4,20.9,7,DC Fast,Casual Driver
U1281,Audi e-tron,95.0,CS506,Workplace,45.59,0.96,47.34,13.85,Morning,Wednesday,43.0,90.2,10.0,16.0,3,DC Fast,Casual Driver
U1282,Nissan Leaf,40.0,CS209,Public,25.54,3.78,7.08,5.94,Afternoon,Sunday,33.4,94.5,16.8,9.2,5,Level 2,Commuter
U1283,Tesla Model 3,75.0,CS788,Public,54.62,8.67,6.74,9.07,Evening,Tuesday,28.0,97.1,60.4,7.5,1,Level 2,Casual Driver
U1284,Tesla Model X,100.0,CS538,Highway,40.62,6.06,6.68,7.54,Evening,Saturday,40.2,80.6,150.2,18.8,3,Level 2,Commuter
U1285,Tesla Model 3,75.0,CS724,Workplace,50.98,16.71,3.09,5.21,Night,Wednesday,15.4,83.0,14.7,18.6,3,Level 1,Commuter
U1286,Kia EV6,77.4,CS376,Highway,44.77,6.95,6.83,9.48,Afternoon,Thursday,44.8,97.3,31.4,-3.5,6,Level 2,Casual Driver
U1287,Tesla Model Y,75.0,CS609,Workplace,12.9,1.91,6.86,2.16,Night,Sunday,64.9,82.0,98.4,19.8,7,Level 2,Casual Driver
U1288,Tesla Model Y,75.0,CS124,Highway,33.51,11.02,3.17,4.09,Evening,Sunday,46.4,90.4,35.6,16.0,1,Level 1,Commuter
U1289,Nissan Leaf,40.0,CS770,Public,22.16,6.76,3.27,3.03,Morning,Thursday,31.3,84.9,22.6,28.4,3,Level 1,Casual Driver
U1290,Tesla Model X,100.0,CS561,Workplace,32.7,0.7,46.54,13.42,Afternoon,Thursday,48.4,80.8,46.4,17.2,6,DC Fast,Long-Distance Traveler
U1291,Tesla Model 3,75.0,CS958,Highway,50.9,1.13,45.56,18.03,Night,Friday,18.9,82.0,36.6,2.6,1,DC Fast,Long-Distance Traveler
U1292,BMW i3,42.2,CS735,Home,23.5,3.3,7.16,5.48,Afternoon,Thursday,28.8,83.6,78.5,24.0,3,Level 2,Casual Driver
U1293,Tesla Model 3,75.0,CS575,Home,44.73,6.62,6.96,9.81,Morning,Friday,35.4,90.5,18.9,38.9,1,Level 2,Commuter
U1294,Tesla Model Y,75.0,CS263,Workplace,54.88,7.8,7.16,8.98,Morning,Wednesday,19.1,84.4,57.6,-6.9,3,Level 2,Casual Driver
U1295,Tesla Model S,100.0,CS361,Home,72.72,22.8,3.2,10.98,Evening,Sunday,10.1,80.9,293.6,13.5,1,Level 1,Commuter
U1296,Tesla Model 3,75.0,CS564,Workplace,44.66,7.03,6.68,9.73,Afternoon,Sunday,36.8,96.0,29.6,21.8,1,Level 2,Commuter
U1297,Audi e-tron,95.0,CS775,Home,53.34,1.05,47.97,15.07,Night,Wednesday,26.7,81.4,5.2,13.5,1,DC Fast,Casual Driver
U1298,Kia EV6,77.4,CS262,Workplace,24.34,3.54,6.99,3.31,Morning,Friday,52.6,81.0,22.3,-4.1,3,Level 2,Long-Distance Traveler
U1299,Kia EV6,77.4,CS230,Public,39.66,0.89,47.09,15.13,Afternoon,Sunday,39.4,84.3,45.1,-11.0,2,DC Fast,Commuter
U1300,Hyundai Ioniq 5,72.6,CS252,Highway,47.8,1.05,48.66,17.01,Night,Friday,22.7,84.6,46.1,5.2,6,DC Fast,Commuter
U1301,Chevy Bolt EV,65.0,CS867,Workplace,50.21,7.56,7.1,11.49,Night,Sunday,20.9,97.2,17.4,17.2,3,Level 2,Long-Distance Traveler
U1302,Tesla Model S,100.0,CS339,Public,60.51,9.97,6.35,11.13,Afternoon,Friday,36.3,91.6,25.4,41.5,3,Level 2,Casual Driver
U1303,Tesla Model 3,75.0,CS115,Public,34.67,0.76,45.07,11.03,Afternoon,Wednesday,41.0,84.7,62.1,33.6,2,DC Fast,Long-Distance Traveler
U1304,Tesla Model X,100.0,CS203,Public,54.97,8.11,7.14,12.61,Evening,Thursday,43.6,96.7,33.1,28.3,3,Level 2,Casual Driver
U1305,Tesla Model S,100.0,CS581,Highway,41.03,13.46,3.07,6.05,Evening,Saturday,41.9,81.3,24.9,10.2,4,Level 1,Commuter
U1306,Tesla Model 3,75.0,CS259,Public,41.0,5.77,7.14,7.32,Evening,Friday,32.1,83.3,10.6,35.8,8,Level 2,Casual Driver
U1307,Tesla Model 3,75.0,CS878,Home,29.5,4.18,7.07,5.5,Evening,Wednesday,47.7,84.6,48.8,4.5,4,Level 2,Commuter
U1308,Chevy Bolt EV,65.0,CS623,Home,12.89,0.19,48.0,4.28,Evening,Sunday,59.3,78.7,94.4,26.1,8,DC Fast,Commuter
U1309,Tesla Model 3,75.0,CS174,Workplace,51.13,7.71,6.85,8.22,Morning,Monday,27.2,90.6,34.3,37.6,1,Level 2,Casual Driver
U1310,Chevy Bolt EV,65.0,CS809,Workplace,13.88,1.99,7.14,3.0,Night,Saturday,61.3,81.8,65.9,9.8,3,Level 2,Commuter
U1311,Tesla Model 3,75.0,CS522,Home,31.59,4.79,6.53,6.41,Evening,Monday,38.7,80.0,68.0,14.6,5,Level 2,Long-Distance Traveler
U1312,Tesla Model 3,75.0,CS114,Home,31.68,9.9,3.19,4.52,Afternoon,Tuesday,39.2,80.5,96.2,26.0,1,Level 1,Commuter
U1313,Tesla Model 3,75.0,CS849,Workplace,28.4,4.16,6.69,6.64,Night,Sunday,43.0,80.5,52.2,21.8,3,Level 2,Commuter
U1314,Nissan Leaf,40.0,CS967,Home,16.88,5.79,2.92,1.84,Afternoon,Sunday,39.4,79.1,12.9,5.4,7,Level 1,Commuter
U1315,Tesla Model S,100.0,CS622,Highway,39.73,5.78,6.86,6.89,Morning,Tuesday,43.7,83.2,101.7,18.5,3,Level 2,Long-Distance Traveler
U1316,Tesla Model Y,75.0,CS705,Home,38.82,13.24,2.96,4.4,Evening,Friday,32.6,80.6,18.9,38.1,4,Level 1,Commuter
U1317,Tesla Model Y,75.0,CS957,Workplace,49.46,8.23,6.41,7.24,Evening,Tuesday,35.0,99.2,39.8,26.8,2,Level 2,Commuter
U1318,Audi e-tron,95.0,CS457,Workplace,38.52,0.87,49.22,12.88,Evening,Wednesday,57.8,97.9,35.6,22.5,2,DC Fast,Long-Distance Traveler
U1319,Chevy Bolt EV,65.0,CS290,Highway,22.63,3.4,6.63,4.06,Night,Thursday,47.4,82.0,105.6,18.9,3,Level 2,Commuter
U1320,Tesla Model S,100.0,CS660,Home,54.75,8.51,6.71,12.46,Night,Wednesday,38.4,90.0,25.2,34.2,4,Level 2,Commuter
U1321,Tesla Model 3,75.0,CS546,Highway,36.26,5.13,7.11,5.58,Evening,Tuesday,35.4,82.3,87.2,12.7,2,Level 2,Long-Distance Traveler
U1322,Tesla Model 3,75.0,CS159,Highway,20.66,3.17,6.44,3.46,Evening,Tuesday,55.2,80.0,14.4,-4.2,1,Level 2,Long-Distance Traveler
U1323,Tesla Model S,100.0,CS749,Public,65.04,10.06,6.75,15.44,Night,Saturday,27.4,92.0,10.2,18.4,2,Level 2,Casual Driver
U1324,Tesla Model S,100.0,CS276,Highway,65.61,9.46,7.0,13.31,Night,Friday,19.1,82.4,49.0,11.1,2,Level 2,Commuter
U1325,Tesla Model Y,75.0,CS318,Workplace,14.34,2.32,6.41,3.45,Evening,Friday,65.1,84.1,48.8,18.6,1,Level 2,Commuter
U1326,Nissan Leaf,40.0,CS389,Home,25.56,3.85,7.08,5.03,Night,Friday,30.3,93.5,38.4,17.1,7,Level 2,Commuter
U1327,Nissan Leaf,40.0,CS638,Highway,16.13,2.28,7.1,2.99,Night,Thursday,39.3,78.2,115.0,11.1,5,Level 2,Commuter
U1328,Tesla Model S,100.0,CS900,Home,62.46,8.81,7.1,9.92,Evening,Wednesday,20.2,79.9,40.2,8.9,4,Level 2,Casual Driver
U1329,Tesla Model X,100.0,CS484,Home,38.93,0.9,47.77,13.36,Afternoon,Thursday,45.1,82.1,24.3,7.6,1,DC Fast,Commuter
U1330,Tesla Model 3,75.0,CS686,Home,49.47,7.7,6.8,8.96,Morning,Saturday,32.8,96.4,24.3,11.2,2,Level 2,Commuter
U1331,BMW i3,42.2,CS217,Public,29.04,4.42,6.94,5.26,Evening,Sunday,28.9,94.0,197.1,6.7,5,Level 2,Long-Distance Traveler
U1332,Tesla Model 3,75.0,CS945,Public,18.45,0.44,48.87,6.56,Afternoon,Sunday,70.7,94.6,60.2,12.8,3,DC Fast,Commuter
U1333,Nissan Leaf,40.0,CS523,Public,10.55,0.16,47.23,3.91,Night,Saturday,54.4,79.9,118.9,11.6,2,DC Fast,Casual Driver
U1334,Chevy Bolt EV,65.0,CS536,Public,55.94,18.07,3.29,8.4,Night,Thursday,15.2,98.3,61.5,11.2,5,Level 1,Long-Distance Traveler
U1335,Chevy Bolt EV,65.0,CS418,Workplace,42.63,6.83,6.48,8.71,Afternoon,Monday,29.8,91.9,54.0,7.0,2,Level 2,Casual Driver
U1336,Tesla Model S,100.0,CS470,Highway,42.74,6.6,6.8,9.64,Evening,Thursday,50.3,93.0,7.0,20.5,6,Level 2,Commuter
U1337,Tesla Model X,100.0,CS989,Highway,80.75,26.49,3.23,10.9,Morning,Saturday,17.4,97.4,21.9,22.4,4,Level 1,Casual Driver
U1338,Tesla Model Y,75.0,CS914,Highway,54.15,1.09,46.79,19.05,Night,Tuesday,8.0,79.3,19.8,17.0,2,DC Fast,Casual Driver
U1339,Tesla Model S,100.0,CS153,Home,65.57,1.41,45.47,27.33,Night,Saturday,16.8,79.6,76.0,9.4,4,DC Fast,Commuter
U1340,Tesla Model X,100.0,CS875,Home,44.3,14.7,3.12,4.62,Afternoon,Friday,49.4,90.4,6.4,1.3,5,Level 1,Commuter
U1341,Tesla Model 3,75.0,CS786,Public,36.68,0.83,47.77,11.74,Evening,Friday,33.1,81.3,30.9,23.5,3,DC Fast,Casual Driver
U1342,Tesla Model Y,75.0,CS553,Public,31.14,4.64,6.71,5.85,Evening,Monday,42.2,80.3,26.4,-0.8,3,Level 2,Commuter
U1343,Tesla Model 3,75.0,CS926,Workplace,42.09,6.21,6.82,8.79,Evening,Tuesday,30.0,83.3,65.4,7.7,2,Level 2,Commuter
